running_time,11.854084968566895
dt,0.1
IC,MeanExitTime
2.0000000000,0.0000000000
2.0402684564,0.4121000000
2.0805369128,0.4797000000
2.1208053691,0.4662000000
2.1610738255,0.5014000000
2.2013422819,0.4792000000
2.2416107383,0.5456000000
2.2818791946,0.5278000000
2.3221476510,0.5443000000
2.3624161074,0.5503000000
2.4026845638,0.5332000000
2.4429530201,0.5834000000
2.4832214765,0.6118000000
2.5234899329,0.6210000000
2.5637583893,0.6202000000
2.6040268456,0.6683000000
2.6442953020,0.6766000000
2.6845637584,0.6941000000
2.7248322148,0.6776000000
2.7651006711,0.6832000000
2.8053691275,0.6880000000
2.8456375839,0.7381000000
2.8859060403,0.6967000000
2.9261744966,0.6803000000
2.9664429530,0.7353000000
3.0067114094,0.7140000000
3.0469798658,0.7359000000
3.0872483221,0.7212000000
3.1275167785,0.7501000000
3.1677852349,0.7262000000
3.2080536913,0.7467000000
3.2483221477,0.7680000000
3.2885906040,0.7566000000
3.3288590604,0.7573000000
3.3691275168,0.7537000000
3.4093959732,0.7519000000
3.4496644295,0.7844000000
3.4899328859,0.7561000000
3.5302013423,0.7429000000
3.5704697987,0.7678000000
3.6107382550,0.7689000000
3.6510067114,0.7618000000
3.6912751678,0.7618000000
3.7315436242,0.7455000000
3.7718120805,0.7499000000
3.8120805369,0.7805000000
3.8523489933,0.7445000000
3.8926174497,0.7632000000
3.9328859060,0.7443000000
3.9731543624,0.7528000000
4.0134228188,0.7686000000
4.0536912752,0.7539000000
4.0939597315,0.7651000000
4.1342281879,0.7529000000
4.1744966443,0.7528000000
4.2147651007,0.7611000000
4.2550335570,0.7215000000
4.2953020134,0.7277000000
4.3355704698,0.7495000000
4.3758389262,0.7454000000
4.4161073826,0.7119000000
4.4563758389,0.7431000000
4.4966442953,0.7743000000
4.5369127517,0.7329000000
4.5771812081,0.7129000000
4.6174496644,0.6983000000
4.6577181208,0.7134000000
4.6979865772,0.7356000000
4.7382550336,0.6625000000
4.7785234899,0.7232000000
4.8187919463,0.7024000000
4.8590604027,0.7420000000
4.8993288591,0.6962000000
4.9395973154,0.6595000000
4.9798657718,0.6818000000
5.0201342282,0.6759000000
5.0604026846,0.6570000000
5.1006711409,0.6556000000
5.1409395973,0.6544000000
5.1812080537,0.6524000000
5.2214765101,0.6574000000
5.2617449664,0.6697000000
5.3020134228,0.6724000000
5.3422818792,0.6468000000
5.3825503356,0.6381000000
5.4228187919,0.6175000000
5.4630872483,0.6416000000
5.5033557047,0.6586000000
5.5436241611,0.6546000000
5.5838926174,0.6431000000
5.6241610738,0.6483000000
5.6644295302,0.6013000000
5.7046979866,0.5928000000
5.7449664430,0.6061000000
5.7852348993,0.5952000000
5.8255033557,0.5879000000
5.8657718121,0.5365000000
5.9060402685,0.5862000000
5.9463087248,0.5683000000
5.9865771812,0.5679000000
6.0268456376,0.5740000000
6.0671140940,0.5532000000
6.1073825503,0.5518000000
6.1476510067,0.5426000000
6.1879194631,0.5513000000
6.2281879195,0.5194000000
6.2684563758,0.5468000000
6.3087248322,0.5179000000
6.3489932886,0.5226000000
6.3892617450,0.5103000000
6.4295302013,0.5295000000
6.4697986577,0.5022000000
6.5100671141,0.5109000000
6.5503355705,0.4980000000
6.5906040268,0.5176000000
6.6308724832,0.4969000000
6.6711409396,0.4886000000
6.7114093960,0.4907000000
6.7516778523,0.4786000000
6.7919463087,0.4875000000
6.8322147651,0.4795000000
6.8724832215,0.4320000000
6.9127516779,0.4301000000
6.9530201342,0.4270000000
6.9932885906,0.4628000000
7.0335570470,0.4544000000
7.0738255034,0.4276000000
7.1140939597,0.4257000000
7.1543624161,0.4437000000
7.1946308725,0.4198000000
7.2348993289,0.4235000000
7.2751677852,0.3921000000
7.3154362416,0.4086000000
7.3557046980,0.4201000000
7.3959731544,0.3915000000
7.4362416107,0.4177000000
7.4765100671,0.4353000000
7.5167785235,0.3880000000
7.5570469799,0.3735000000
7.5973154362,0.3697000000
7.6375838926,0.4216000000
7.6778523490,0.3941000000
7.7181208054,0.3833000000
7.7583892617,0.3665000000
7.7986577181,0.3746000000
7.8389261745,0.3798000000
7.8791946309,0.3609000000
7.9194630872,0.3506000000
7.9597315436,0.3662000000
8.0000000000,0.0000000000
