running_time,1312.7143743038177
dt,0.0001
IC,MeanExitTime
2.0000000000,0.0000000000
2.0402684564,0.0452401000
2.0805369128,0.0636834000
2.1208053691,0.0903218000
2.1610738255,0.1280930000
2.2013422819,0.1586293000
2.2416107383,0.1857417000
2.2818791946,0.2042879000
2.3221476510,0.2068334000
2.3624161074,0.2493394000
2.4026845638,0.2642970000
2.4429530201,0.2728027000
2.4832214765,0.3034571000
2.5234899329,0.3089691000
2.5637583893,0.3505787000
2.6040268456,0.3547407000
2.6442953020,0.3667107000
2.6845637584,0.3730017000
2.7248322148,0.3753548000
2.7651006711,0.3754061000
2.8053691275,0.3839636000
2.8456375839,0.4072929000
2.8859060403,0.4136459000
2.9261744966,0.4228730000
2.9664429530,0.4245171000
3.0067114094,0.4569227000
3.0469798658,0.4281180000
3.0872483221,0.4460524000
3.1275167785,0.4348658000
3.1677852349,0.4286445000
3.2080536913,0.4629512000
3.2483221477,0.4632731000
3.2885906040,0.4678416000
3.3288590604,0.4464856000
3.3691275168,0.4672456000
3.4093959732,0.4821411000
3.4496644295,0.4814940000
3.4899328859,0.4748612000
3.5302013423,0.4763585000
3.5704697987,0.4796521000
3.6107382550,0.4702465000
3.6510067114,0.4659137000
3.6912751678,0.4747392000
3.7315436242,0.4669332000
3.7718120805,0.4645391000
3.8120805369,0.4701833000
3.8523489933,0.4929915000
3.8926174497,0.4576119000
3.9328859060,0.4970788000
3.9731543624,0.4684949000
4.0134228188,0.4583982000
4.0536912752,0.4586265000
4.0939597315,0.4467733000
4.1342281879,0.4413776000
4.1744966443,0.4699227000
4.2147651007,0.4518313000
4.2550335570,0.4824422000
4.2953020134,0.4837651000
4.3355704698,0.4542554000
4.3758389262,0.4254402000
4.4161073826,0.4295789000
4.4563758389,0.4470938000
4.4966442953,0.4378441000
4.5369127517,0.4517708000
4.5771812081,0.4209354000
4.6174496644,0.4554413000
4.6577181208,0.4262289000
4.6979865772,0.4195776000
4.7382550336,0.4397536000
4.7785234899,0.4221494000
4.8187919463,0.4171484000
4.8590604027,0.4127823000
4.8993288591,0.3971436000
4.9395973154,0.4049221000
4.9798657718,0.4150424000
5.0201342282,0.4112742000
5.0604026846,0.3804813000
5.1006711409,0.3786118000
5.1409395973,0.3790348000
5.1812080537,0.3563416000
5.2214765101,0.3749419000
5.2617449664,0.3650662000
5.3020134228,0.3707661000
5.3422818792,0.3360608000
5.3825503356,0.3467745000
5.4228187919,0.3581776000
5.4630872483,0.3545995000
5.5033557047,0.3312472000
5.5436241611,0.3205988000
5.5838926174,0.3215047000
5.6241610738,0.3255979000
5.6644295302,0.3385010000
5.7046979866,0.3165620000
5.7449664430,0.3202117000
5.7852348993,0.2772537000
5.8255033557,0.2973867000
5.8657718121,0.2763966000
5.9060402685,0.2947101000
5.9463087248,0.2929374000
5.9865771812,0.2765436000
6.0268456376,0.2916807000
6.0671140940,0.2717003000
6.1073825503,0.2520933000
6.1476510067,0.2360664000
6.1879194631,0.2400074000
6.2281879195,0.2484900000
6.2684563758,0.2336390000
6.3087248322,0.2387835000
6.3489932886,0.2101114000
6.3892617450,0.2413660000
6.4295302013,0.2102980000
6.4697986577,0.1960711000
6.5100671141,0.2145898000
6.5503355705,0.2094499000
6.5906040268,0.1874216000
6.6308724832,0.1905419000
6.6711409396,0.1778230000
6.7114093960,0.2010207000
6.7516778523,0.1771212000
6.7919463087,0.1685221000
6.8322147651,0.1800196000
6.8724832215,0.1560743000
6.9127516779,0.1473116000
6.9530201342,0.1529063000
6.9932885906,0.1478580000
7.0335570470,0.1381695000
7.0738255034,0.1233981000
7.1140939597,0.1307745000
7.1543624161,0.1113326000
7.1946308725,0.1194236000
7.2348993289,0.1130100000
7.2751677852,0.1044069000
7.3154362416,0.0843281000
7.3557046980,0.0957496000
7.3959731544,0.0785047000
7.4362416107,0.0852996000
7.4765100671,0.0705490000
7.5167785235,0.0674051000
7.5570469799,0.0682114000
7.5973154362,0.0611242000
7.6375838926,0.0532428000
7.6778523490,0.0500617000
7.7181208054,0.0503696000
7.7583892617,0.0367327000
7.7986577181,0.0304367000
7.8389261745,0.0352311000
7.8791946309,0.0262776000
7.9194630872,0.0227513000
7.9597315436,0.0160789000
8.0000000000,0.0000000000
